type,id,lat,lon
node,10235691631,24.7833022,120.9966915
node,10235691632,24.7832109,120.9966232
node,10235691633,24.7836781,120.9946624
node,10235691634,24.7837997,120.9949609
node,10558735866,24.7827943,121.0021073
node,10558735867,24.7827743,121.0021804
node,10558735868,24.78261,121.0028419
node,10558735871,24.7827394,121.0023212
node,10727477217,24.7859922,120.997795
node,10727477218,24.7859939,120.9979623
node,10727477219,24.7857447,120.9979548
node,10727477220,24.7857449,120.9977934
node,10727477221,24.7868681,120.9963528
node,10727477222,24.7868563,120.9963629
node,10729903887,24.7874815,120.9939252
node,10729921510,24.7872416,120.9935888
node,10729921515,24.7879236,120.9928148
node,10729921518,24.7873148,120.9925076
node,10729921519,24.785641,120.9943707
node,10729921520,24.7856818,120.9940291
node,10729921521,24.7856544,120.994125
node,10729921545,24.7842945,120.9953077
node,10729921546,24.7839151,120.9941491
node,10729921547,24.7840283,120.9941474
node,10729921548,24.784054,120.9945926
node,10729921549,24.7841587,120.994585
node,10729921551,24.7842235,120.9949785
node,10729921552,24.7842482,120.9949178
node,10729921556,24.7842303,120.9942643
node,10729921557,24.7842351,120.9945814
node,10729921558,24.7844561,120.9943907
node,10729921559,24.784233,120.9944073
node,10729921560,24.7844598,120.9944618
node,10729921561,24.7842338,120.994476
node,10729921562,24.7844623,120.9945094
node,10729921563,24.7842345,120.9945296
node,10729921564,24.7844535,120.9943407
node,10729921565,24.7842324,120.99436
node,10729921566,24.7844511,120.9942934
node,10729921567,24.7842318,120.9943127
node,10729921568,24.7844481,120.9942464
node,10729921569,24.7844474,120.9942301
node,10729921577,24.7853572,120.9953328
node,10729921583,24.7847151,120.9955008
node,10729921590,24.7849325,120.9955375
node,10736528900,24.7889616,120.999923
node,10736571615,24.7886373,120.9999365
node,10736571623,24.7889396,121.0008611
node,10736571624,24.7888392,121.0008308
node,10736571626,24.7885322,121.0009322
node,10736571641,24.788288,121.0010519
node,10736571646,24.788064,121.0011122
node,10736571655,24.7877982,121.0010757
node,10736571666,24.7875605,121.0011281
node,10736571667,24.7874722,121.0010516
node,10736571673,24.7879627,121.0006365
node,10736571676,24.7885031,121.0009163
node,10736571693,24.7880697,121.0005994
node,10736571697,24.7877678,121.0004327
node,10736571698,24.7878097,121.0003917
node,10736571699,24.7876649,121.0000232
node,10736571701,24.7876636,121.0001774
node,10736571702,24.7876442,120.9999913
node,10736571703,24.7877351,120.9999333
node,10736571704,24.7871045,120.9996731
node,10736571705,24.7873862,120.999427
node,10736571706,24.7875628,120.9997296
node,10736571708,24.7876764,120.9988361
node,10736571709,24.7876633,120.9994073
node,10736571710,24.7876725,120.9990333
node,10736571713,24.7871786,120.9988071
node,10736571714,24.7870521,120.998743
node,10736571730,24.7866184,120.9989891
node,10736571731,24.7868545,120.9989118
node,10736571732,24.7868909,120.9990046
node,10736571734,24.7869135,120.9985613
node,10736571741,24.7862953,120.9988735
node,10736571744,24.786918,120.9993649
node,10736571746,24.7867394,120.9992193
node,10736571749,24.7853325,120.9987023
node,10736571750,24.7844664,120.9981814
node,10736571751,24.784512,120.9981874
node,10736571764,24.7844057,120.9985462
node,10736571765,24.7888099,120.9976681
node,10736571766,24.788019,120.9979691
node,10736571768,24.7882928,120.9979401
node,10736571771,24.7884675,120.9980378
node,10736571773,24.7882527,120.9980678
node,10736571774,24.7882536,120.9981779
node,10736571776,24.7883471,120.9976013
node,10736571777,24.7883464,120.9977492
node,10736571778,24.7882976,120.997747
node,10736571779,24.7881672,120.9972989
node,10741483986,24.7874974,120.999631
node,10741483987,24.7875098,120.999695
node,10741483990,24.7867866,120.998494
node,10741483991,24.7876109,120.9983702
node,10741483992,24.7871007,120.99881
node,10741483993,24.7870277,120.9990058
node,10741483994,24.7870472,120.9992695
node,10741483995,24.7871085,120.9989008
node,10741483997,24.7873649,121.0001329
node,10741483998,24.7873337,121.0009342
node,10741483999,24.7874234,121.000679
node,10741484000,24.7873548,121.0006803
node,10741484004,24.7871481,121.0007856
node,10741507606,24.7872016,121.0008232
node,10741507617,24.7873507,121.0010954
node,10741507618,24.787065,121.0010517
node,10741507621,24.7869397,121.0008706
node,10741507626,24.7868144,121.0008191
node,10741507627,24.7867538,121.0008357
node,10741507629,24.7865714,121.0012472
node,10741507632,24.7869263,121.0015581
node,10741507638,24.7868924,121.0016168
node,10741507639,24.7870605,121.0016479
node,10741507640,24.7869622,121.0015397
node,10741507641,24.7870125,121.0014443
node,10741507642,24.7870441,121.0014926
node,10741507643,24.7870236,121.00117
node,10741507648,24.7867687,121.0007384
node,10741507653,24.7844578,121.000132
node,10741507654,24.7844553,121.0000833
node,10741507657,24.7848709,120.9994799
node,10741507658,24.7849255,120.9993294
node,10741507659,24.7849014,120.9981969
node,10741507660,24.7849245,120.9981145
node,10741507661,24.7849235,120.9979432
node,10741507666,24.7849249,120.9977743
node,10741507667,24.7850601,120.9978766
node,10741507668,24.784042,120.9978714
node,10741507669,24.7849241,120.9978759
node,10741507674,24.7870048,121.0009408
node,10741507675,24.7833997,120.9976733
node,10741507677,24.7834433,120.9979251
node,10741507678,24.7833146,120.9979248
node,10741507681,24.7833269,120.9977075
node,10741507684,24.7836462,120.9976687
node,10741507686,24.7840505,120.99716
node,10741507687,24.7841841,120.9971591
node,10741507688,24.7841972,120.9967006
node,10741507689,24.7841958,120.9967503
node,10741507690,24.7844371,120.9959584
node,10741507692,24.7843062,120.9957276
node,10741507693,24.7842571,120.9957492
node,10741507697,24.7843303,120.9960811
node,10741507699,24.7845829,120.9956423
node,10741507700,24.7847248,120.9955636
node,10741507701,24.7847447,120.9956536
node,10741507702,24.7843837,120.9953829
node,10741507705,24.7877395,120.9994867
node,10741507706,24.7871522,121.001065
node,10748221339,24.7874029,120.997625
node,10748221341,24.7874412,120.9977216
node,10748221343,24.7872118,120.9962544
node,10748221346,24.786595,120.9953024
node,10748221350,24.7865334,120.9963099
node,10748221351,24.7865873,120.9956926
node,10748221352,24.7859556,120.9981354
node,10748221354,24.7858679,120.9979984
node,10748221358,24.7876368,120.9965557
node,10748221367,24.787529,120.9970365
node,10748221368,24.7876053,120.9966608
node,10748221371,24.7876529,120.9964862
node,10748221375,24.7874483,120.9966608
node,10748221376,24.7873915,120.9966598
node,10748221378,24.7889326,120.9970137
node,10748221379,24.7889093,120.9969295
node,10748221380,24.7861499,120.9996878
node,10755759022,24.7885388,120.9938434
node,10755759029,24.7877533,120.9964966
node,10755759030,24.7877256,120.9966298
node,10755759031,24.7877452,120.9965352
node,10755759032,24.7865467,120.9956683
node,10755759033,24.7866611,120.9960892
node,10755759034,24.7865795,120.9960862
node,10755759036,24.7858859,120.9952786
node,10755759042,24.7859684,120.9955123
node,10755759049,24.788191,120.9972782
node,10755759050,24.7879718,120.9970751
node,10755759051,24.7879697,120.9973441
node,10755759053,24.7883277,120.9969322
node,10755759054,24.7885876,120.9967503
node,10755759055,24.7888108,120.9969192
node,10755759072,24.788679,120.996406
node,10755759073,24.7884997,120.9966223
node,10755759075,24.7887999,120.9961656
node,10755759076,24.788659,120.996572
node,10755759077,24.7887934,120.9969266
node,10755759078,24.7886319,120.996582
node,10755759079,24.7887628,120.9969395
node,10755759080,24.7885933,120.9965962
node,10755759081,24.7887176,120.9969295
node,10755759082,24.7885357,120.9966137
node,10755759083,24.7894264,120.997754
node,10755759085,24.7893957,120.9977321
node,10755759086,24.7893468,120.9967898
node,10755759088,24.7892422,120.9967992
node,10755759095,24.7883111,120.9971286
node,10770758424,24.7834952,121.0002565
node,10770758425,24.783451,121.0002541
node,10770758427,24.7828979,121.0003164
node,10770758431,24.7827558,121.000276
node,10770758432,24.7826822,121.0005827
node,10819022975,24.7873613,120.9996823
node,10819022976,24.7873595,121.0000279
node,10819022977,24.7867905,121.0003603
node,10819022978,24.7865422,121.0003588
node,10819022979,24.7865002,121.0004524
node,10819022981,24.786266,121.000337
node,10819022982,24.7868357,121.0006234
node,10819022983,24.7865609,121.0014291
node,10819022985,24.7868135,121.0006118
node,10819022986,24.7867355,121.0005713
node,10819022987,24.7874407,121.0010243
node,10819022988,24.7882608,121.0017405
node,10819022989,24.788232,121.0017804
node,10819022991,24.788025,121.0018027
node,10819022993,24.7871069,121.0020649
node,10819022995,24.7868883,121.0022073
node,10819022996,24.7871504,121.0019705
node,10819022998,24.7872867,121.0016166
node,10819023004,24.787207,121.0017707
node,10870525176,24.784445,120.9954345
node,10870525179,24.7841304,120.9952641
node,10870525181,24.7838418,120.9959026
node,10870525182,24.7838735,120.9953547
node,10870525183,24.7838201,120.9958926
node,10870525186,24.784227,120.995827
node,10870525188,24.7840322,120.9959384
node,10870525190,24.7839785,120.9959039
node,10870525192,24.7836558,120.996372
node,10980329293,24.7907905,120.9957419
node,10980329302,24.7905477,120.9955608
node,10980329303,24.789608,120.9971809
node,10980356909,24.7895404,120.9975139
node,10980373104,24.7897591,120.996431
node,10980392805,24.7900917,120.9964453
node,11032115841,24.7827741,121.0006088
node,11083149568,24.783391,120.9990974
node,11083149571,24.7833557,120.9991196
node,11083149572,24.7832917,120.9991601
node,11083149575,24.7831719,120.9991217
node,11083149578,24.7829337,120.9990418
node,11083149587,24.782896,120.998776
node,11083149589,24.7824908,120.9985214
node,11083149591,24.7824672,120.9986135
node,11083149596,24.7835026,120.9986773
node,11083149599,24.7840437,120.9977518
node,11083149600,24.7840426,120.9980094
node,11083149601,24.783906,120.998007
node,11195113439,24.7896896,120.9991366
node,11195113440,24.789383,120.9999914
node,11262931994,24.7888794,120.9925607
node,11264608499,24.7897479,120.9969641
node,11264608501,24.7897467,120.9970386
node,13149263640,24.7892488,120.9968297
