type,id,lat,lon
node,2773409843,24.7876249,121.0018013
node,2773409845,24.7877457,121.0018017
node,2773409847,24.7877428,121.0019893
node,2773409849,24.7878496,121.0018021
node,2773409851,24.7878563,121.0019788
node,2773409853,24.7879747,121.0018025
node,2773409856,24.7879821,121.001909
node,2773409931,24.7841528,121.000662
node,2773409941,24.7856856,121.0001807
node,2773409944,24.785048,120.9993455
node,2773409946,24.7849401,120.9995277
node,2773409949,24.78395,120.9995029
node,2811509474,24.7883102,120.9993545
node,2811520849,24.7877666,120.9986019
node,2817364640,24.7883503,120.9993054
node,2903276023,24.7895737,120.9995047
node,2903283608,24.7897223,120.999076
node,3226037492,24.7893873,121.0002985
node,3864624472,24.7832912,120.9946414
node,3864624473,24.7827979,120.9943298
node,3884277674,24.7849143,120.9990008
node,3884277675,24.7849577,120.9989614
node,4081168055,24.7907783,120.9945825
node,4386039815,24.7867851,121.0005971
node,4386039816,24.7868053,120.9997099
node,4394337328,24.788686,120.9976207
node,4421632705,24.7825841,121.0012558
node,4474616257,24.7908002,120.9938213
node,4474616258,24.7905749,120.9933751
node,4474616259,24.7902247,120.993378
node,4952977768,24.7859889,120.9994917
node,5108635182,24.7904157,120.991443
node,5108702218,24.7907812,120.991188
node,5108702220,24.7905204,120.9914823
node,5108703621,24.7905418,120.9915293
node,5160619378,24.7897432,120.9971376
node,5160649258,24.7895855,120.9963411
node,5160649260,24.7896574,120.9971358
node,5203697441,24.7907072,121.002056
node,5203716749,24.7908068,121.0022474
node,5267644148,24.7890638,120.9999259
node,5564122803,24.7888574,120.9976602
node,5564122805,24.788741,120.9972514
node,5564122806,24.788739,120.9973013
node,5564122807,24.7887373,120.9973452
node,5564122808,24.7888666,120.9976732
node,5564122809,24.7888884,120.9977045
node,5564122810,24.7888559,120.997658
node,5564122812,24.7888108,120.9976557
node,5564122813,24.7888136,120.9975887
node,5564122814,24.7888175,120.9974781
node,5564122815,24.7888181,120.9974603
node,5564122816,24.7888205,120.9973921
node,5564122817,24.7887275,120.9975901
node,5564122818,24.7888134,120.9975923
node,5564122820,24.7887365,120.9973634
node,5564122821,24.7887055,120.9971528
node,5564122822,24.7887041,120.9971851
node,5564122823,24.7887397,120.9972849
node,5564122824,24.788739,120.9973031
node,5564122825,24.7887353,120.9973934
node,5564122826,24.7887339,120.9974285
node,5564122827,24.7887288,120.9975557
node,5564122828,24.7887281,120.997573
node,5564122829,24.7887261,120.997623
node,5564122830,24.7887253,120.9976434
node,5618896868,24.7892996,120.9974736
node,5618896871,24.7893475,120.9972338
node,5619130340,24.7892391,120.9970565
node,5621155807,24.7892117,120.9972313
node,5621155809,24.7893513,120.9971948
node,5621155811,24.7893088,120.9972481
node,5621155812,24.7893399,120.9972096
node,5621155813,24.7892697,120.9972127
node,5621155815,24.7892857,120.997442
node,5621155819,24.7892306,120.9973904
node,5621156321,24.7891979,120.9973598
node,5621156325,24.7891861,120.9973187
node,5621156327,24.7892087,120.9972905
node,5621156328,24.7892374,120.9972547
node,5621156329,24.7891336,120.9971601
node,5621156330,24.7891732,120.997337
node,5621156331,24.7892947,120.9974504
node,5621234075,24.7893353,120.9971797
node,5629927648,24.7892437,120.99719
node,5630084548,24.7893111,120.9971575
node,5633976878,24.7892566,120.9974147
node,5635021977,24.7892185,120.9974527
node,5635021980,24.7892167,120.9974771
node,5635021981,24.7892065,120.9974681
node,5635021982,24.7892289,120.9974613
node,5635021984,24.7892301,120.9974483
node,5635126170,24.789238,120.9972783
node,5635126175,24.7891325,120.9971871
node,5635126176,24.7891429,120.9971739
node,5635126177,24.7891422,120.9971968
node,5635126178,24.7891524,120.9971842
node,5635126181,24.7892666,120.9971416
node,5635126182,24.7892332,120.9971879
node,5635126183,24.7891791,120.9971391
node,5635126189,24.7892051,120.9973218
node,5635126190,24.7892176,120.9973781
node,5635126193,24.7891854,120.9973478
node,5635126194,24.7892562,120.9974149
node,5635155399,24.7892054,120.9974695
node,5635155400,24.789218,120.9974527
node,5635155401,24.7892148,120.9974776
node,5635155402,24.7892273,120.9974611
node,5635166972,24.7892268,120.9974524
node,5635192055,24.7893298,120.9971696
node,5635192056,24.7893135,120.997155
node,5635192057,24.7893273,120.9971729
node,5635259465,24.7891617,120.9973108
node,5635259468,24.7892273,120.9974409
node,5635259469,24.7892366,120.9974285
node,5635259470,24.789252,120.9971959
node,5635259471,24.7892967,120.9971391
node,5635259472,24.7892266,120.9971713
node,5635259473,24.7891711,120.9971442
node,5635259474,24.7891829,120.9971293
node,5635303888,24.7891426,120.997217
node,5635303890,24.78917,120.9971933
node,5635341531,24.7891383,120.9972033
node,5780994137,24.7875546,120.9982864
node,5780994139,24.7850669,120.9967813
node,5780994140,24.7850595,120.9970017
node,5780994141,24.7876342,120.9990322
node,5780994143,24.7875271,120.9970492
node,5794214082,24.7838908,120.9958484
node,5794214086,24.7838921,120.9953539
node,5794214090,24.7838692,120.9958354
node,5794214091,24.7840703,120.9959628
node,5794214092,24.7840731,120.9960015
node,5794214093,24.784275,120.9961565
node,5798379960,24.7867819,120.9994883
node,5798379961,24.7859669,120.999306
node,5843792923,24.7831291,120.9985451
node,5843792924,24.7829662,120.998703
node,5843850957,24.7839671,120.9954322
node,5843850960,24.783912,120.9958053
node,5843850961,24.7838706,120.9959116
node,5843850965,24.7836655,120.9962875
node,5843931608,24.7907737,120.9974346
node,5843931613,24.789448,120.9992563
node,5843931621,24.7888797,120.9993588
node,5910762462,24.7872993,120.9953113
node,5951168113,24.7861479,120.9994914
node,6126826638,24.7894785,120.9958143
node,6126828811,24.7831116,120.9985621
node,6336059802,24.7873934,120.9980562
node,6336059804,24.7875378,120.9987015
node,6336059807,24.7878088,120.9988339
node,6336059809,24.7875516,120.9983693
node,6336059810,24.7872275,120.9983652
node,6336059813,24.7875345,120.9988375
node,6336059818,24.7885971,120.9994276
node,6336059820,24.7871878,120.998702
node,6336059821,24.7870792,120.9986833
node,6336059827,24.7891623,120.9978798
node,6508808032,24.7847076,120.9954408
node,6508826143,24.7869268,120.9992838
node,6522608627,24.7868711,120.9982976
node,6522608630,24.7866836,120.9981233
node,6542204831,24.7854218,120.9977915
node,6542204832,24.7862755,120.9977967
node,6542229618,24.7861516,120.9998609
node,6813696835,24.7858176,120.9905965
node,6815348758,24.7890505,120.9916503
node,7224393853,24.7893425,121.0003039
node,7224393854,24.7893322,121.0006741
node,7224393855,24.7893212,121.0010707
node,8675317154,24.7847995,120.9916674
node,8675317159,24.7848032,120.9918929
node,8675317166,24.7844379,120.993209
node,8675317167,24.7842784,120.9933728
node,8675317169,24.7849552,120.9916643
node,8675317170,24.784932,120.9916647
node,8675317171,24.7848557,120.9916663
node,8675317172,24.7848001,120.9917015
node,8675317173,24.7848017,120.9918018
node,8675317174,24.7848618,120.9918917
node,8675317175,24.7849362,120.9918903
node,8675317176,24.7849583,120.9918898
node,8675317177,24.7843069,120.9930543
node,8675317178,24.7843297,120.9930813
node,8675317179,24.784394,120.9931572
node,8675317180,24.7844051,120.9932427
node,8675317181,24.7843334,120.9933163
node,8675317182,24.7842467,120.9933354
node,8675317183,24.7841805,120.9932571
node,8675317184,24.7841551,120.9932272
node,8675317189,24.7835843,120.9946221
node,8675317192,24.7838097,120.9941324
node,8675317193,24.783835,120.9946092
node,8675317194,24.7837836,120.9946118
node,8675317195,24.783676,120.9946174
node,8675317196,24.7835869,120.9946681
node,8675317197,24.7836018,120.9949296
node,8675317202,24.7826916,120.9985182
node,8675317203,24.7831201,120.9966616
node,8675317204,24.7828544,120.9971766
node,8675317206,24.783383,120.9966565
node,8675317207,24.7833431,120.9966233
node,8675317208,24.7832585,120.9965531
node,8675317209,24.7831614,120.9965829
node,8675317210,24.7831697,120.9966996
node,8675317211,24.7832551,120.996765
node,8675317212,24.7832954,120.9967959
node,8675317216,24.7827706,120.9974328
node,8675317217,24.7824437,120.9987048
node,8675317218,24.7830361,120.9972559
node,8675317219,24.7829908,120.997231
node,8675317220,24.7829045,120.9971877
node,8675317221,24.7828377,120.9972178
node,8675317222,24.7828038,120.9973266
node,8675317223,24.7828123,120.997444
node,8675317224,24.7829118,120.9974687
node,8675317225,24.7829512,120.9974826
node,8675317226,24.7830162,120.9986545
node,8675317230,24.7826622,120.9987317
node,8675317237,24.7825048,120.9984669
node,8675317238,24.7825533,120.99848
node,8675317239,24.7826534,120.9985103
node,8675317240,24.7826756,120.9986182
node,8675317241,24.7826022,120.9987253
node,8675317242,24.7824985,120.9987101
node,8675317246,24.7821288,121.0017686
node,8675317247,24.7829729,121.0020935
node,8675317248,24.7831036,121.0016718
node,8675317249,24.7832691,121.0010862
node,8675317260,24.7831769,121.0023227
node,8675317269,24.7861744,121.002041
node,8675317275,24.784175,121.0006085
node,8675317276,24.7835473,121.0004122
node,8675317280,24.783516,121.0005505
node,8675317282,24.7844298,121.0008309
node,8675317283,24.7852432,121.0012266
node,8675317292,24.7850317,121.0025381
node,8675317293,24.7838604,121.0023189
node,8675317294,24.7830909,121.002139
node,8675317295,24.7830597,121.0022846
node,8675317296,24.7830821,121.0022088
node,8675317297,24.7830237,121.0021126
node,8675317298,24.7829429,121.0021665
node,8675317299,24.782918,121.0022329
node,8675317300,24.7834205,121.0005371
node,8675317301,24.7834593,121.0005428
node,8675317302,24.7835352,121.0004901
node,8675317303,24.7834833,121.0004025
node,8675317304,24.7834431,121.000397
node,8675317330,24.7823093,120.9958369
node,8675317331,24.7825027,120.996007
node,8675317332,24.7828218,120.996258
node,8957644357,24.7829186,120.9931812
node,8957644359,24.7828766,120.9935054
node,8957644362,24.7826698,120.993487
node,8957644365,24.7827521,120.9930052
node,8957644383,24.7833689,120.9940814
node,8957644414,24.7826398,120.9927951
node,8957663417,24.7828989,120.9930937
node,8971405037,24.7839857,120.9965529
node,8971405038,24.7836372,120.9965328
node,8971405039,24.7835254,120.9964467
node,8971405040,24.7835954,120.9965003
node,8975828706,24.7854925,120.9977919
node,8975851245,24.7873924,120.9974268
node,8985114175,24.7827692,120.9930255
node,8985219009,24.7843907,120.9922952
node,8985219013,24.7840896,120.9926193
node,8985219744,24.7837635,120.9930469
node,8985219747,24.7838754,120.9928515
node,8985219752,24.7836202,120.9927968
node,9000646840,24.7873709,120.9937407
node,9000651272,24.7873984,120.9937932
node,9006123641,24.7866552,120.9994879
node,9021551365,24.7836391,120.9915207
node,9021665939,24.7829228,120.9915155
node,9060343422,24.7868771,120.9981419
node,9060343426,24.7851362,121.0002115
node,9060343428,24.784954,120.9999853
node,9336469666,24.7901901,121.0042891
node,9339668103,24.7843105,120.9915417
node,9577152104,24.7893813,120.9959738
node,9631016841,24.7861945,120.9996854
node,9631016844,24.7856843,121.0001342
node,9631016845,24.7854287,120.9992262
node,9631135830,24.7857051,121.0002011
node,9631135836,24.7868025,120.999832
node,9631135837,24.7868567,120.9996974
node,9631135839,24.7875367,120.9987458
node,9631135840,24.7875356,120.9987939
node,9631135841,24.7880802,120.9979669
node,9631135842,24.788144,120.9979653
node,9631135843,24.7857043,121.0001337
node,9724124007,24.7904171,120.991489
node,9724124008,24.7904775,120.991587
node,9724124009,24.7904293,120.9915087
node,9724124010,24.7904526,120.9915454
node,9724181854,24.7890209,120.9926459
node,9724181987,24.7904899,120.9915104
node,9724181988,24.7904351,120.9914305
node,9724967913,24.7890085,120.9916493
node,9724967914,24.7890502,120.9916033
node,9724994207,24.7884723,120.991692
node,9724994208,24.788376,120.9915812
node,9724994210,24.7882523,120.9915279
node,9724994213,24.788438,120.9916738
node,9724994216,24.7879422,120.9921085
node,9725070700,24.7883311,120.9924034
node,9748905101,24.7907794,120.9937754
node,9748905116,24.7906572,120.9935362
node,9816998215,24.7908014,120.9978783
node,9817008319,24.7904069,120.9988191
node,9817008330,24.790619,121.0001192
node,9817008336,24.7906952,120.9990352
node,9861801387,24.7905529,120.991715
node,9861801389,24.7904724,120.9917752
node,9861830916,24.7906044,120.9940648
node,9861887628,24.7906114,120.9934466
node,9861887629,24.7903754,120.9942176
node,9862082615,24.7899077,120.9936545
node,9862082616,24.7900411,120.9936747
node,9862143517,24.7899805,120.9937434
node,9950999286,24.7838254,120.9965408
node,9950999287,24.7837943,120.9965385
node,9950999289,24.7838594,120.996544
node,9950999293,24.7839849,120.9966069
node,9950999294,24.7839163,120.996548
node,9950999295,24.7837935,120.9965492
node,9950999296,24.7838347,120.9965417
node,9950999297,24.7866518,120.9964516
node,9950999298,24.7866593,120.9961882
node,9950999299,24.7872131,120.9961933
node,9950999302,24.787068,120.9953084
node,9950999306,24.7869,120.9961923
node,9950999307,24.7869613,120.9953082
node,9950999308,24.7869603,120.9955585
node,9950999310,24.7870639,120.9956057
node,9950999311,24.787065,120.995526
node,9950999312,24.7871064,120.9955529
node,9950999315,24.787224,120.9955749
node,9950999316,24.7871956,120.9955497
node,9951021617,24.7870622,120.9957317
node,9951021625,24.7875106,120.9972056
node,9951021626,24.7877425,120.9972902
node,9951021632,24.7876575,120.996922
node,10012512679,24.7890776,120.999788
node,10012512680,24.7891064,120.9998089
node,10012524940,24.7890146,120.9998979
node,10012524948,24.7882525,120.9993545
node,10095000360,24.7900932,120.9963325
node,10095000361,24.7900918,120.996399
node,10095000362,24.7897629,120.9963379
node,10095000363,24.7897596,120.9963923
node,10117737787,24.786641,120.9975573
node,10117737789,24.7866424,120.9973977
node,10117737791,24.786508,120.9973977
node,10117737792,24.7865703,120.9973977
node,10180139015,24.7854872,120.9995262
